"","soil_name","horizon","sand","silt","clay","frag","bulk_density","bulk_density_sd","n","p_ppm","p_per","p_g_cm3","p_Mg_horizon","p_Mg_ha"
"575","wehadkee","20_40",22.75,41.4,35.85,0,1.50104635443921,0.215883238671701,0,5.8,0.00058,8.70606885574742e-06,1.74121377114948e-06,0.0174121377114948
"576","wehadkee","40_100",38.8666666666667,32.1333333333333,29,0,1.59451747615447,0.19649269329816,0,6.4,0.00064,1.02049118473886e-05,6.12294710843317e-06,0.0612294710843317
"577","whiteside","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"578","whiteside","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"579","whiteside","20_40",47,26.9,26.1,0,1.21,0.215883238671701,1,NA,NA,NA,NA,NA
"580","whiteside","40_100",54.5,24.0666666666667,21.4333333333333,0.333333333333333,1.30666666666667,0.0550757054728611,3,NA,NA,NA,NA,NA
"581","wickham","0_10",56.8578947368421,36.7315789473684,20.335,0,1.41,0.246635757280942,1,49.5,0.00495,6.9795e-05,6.9795e-06,0.069795
"582","wickham","10_20",65.4666666666667,36.62,23.2333333333333,0.0666666666666667,1.5096443452381,0.210069553241103,0,40.25,0.004025,6.0722676105903e-05,6.0722676105903e-06,0.060722676105903
"583","wickham","20_40",53.3888888888889,26.2555555555556,20.3555555555556,0.111111111111111,1.71,0.215883238671701,1,40.25,0.004025,6.8751025e-05,1.3750205e-05,0.13750205
"584","wickham","40_100",52.3052631578947,24.1552631578947,23.5394736842105,0.157894736842105,1.69,0.19649269329816,1,40.25,0.004025,6.79150960526316e-05,4.07490576315789e-05,0.407490576315789
"585","wilkes","0_10",70.8,23.9,5.3,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"586","wilkes","10_20",72.4,23.4,4.2,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"587","wilkes","20_40",48.7,22.9,28.4,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"588","wilkes","40_100",81.2,9.9,8.9,5,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"589","woden","0_10",73.35,23.625,3.025,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"590","woden","10_20",67.55,28.2,4.25,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"591","woden","20_40",65.1,28.75,6.15,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"592","woden","40_100",59.85,25.3125,14.8375,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"593","wrightsville","0_10",18.3555555555556,59.0555555555556,22.5888888888889,1.44444444444444,1.42666666666667,0.11060440015358,3,3.7,0.00037,5.20241925925927e-06,5.20241925925927e-07,0.00520241925925927
"594","wrightsville","10_20",15.5428571428571,58,26.4571428571429,0.142857142857143,1.67,0.210069553241103,1,2.2,0.00022,3.66875142857143e-06,3.66875142857143e-07,0.00366875142857143
"595","wrightsville","20_40",17.7111111111111,56.0666666666667,26.2222222222222,0.222222222222222,1.598,0.0807465169527454,5,0.7,7e-05,1.11611422222222e-06,2.23222844444444e-07,0.00223222844444444
"596","wrightsville","40_100",11.9222222222222,45.3555555555556,42.7222222222222,0,1.78454545454545,0.0951171526448975,11,0.35,3.5e-05,6.24590909090907e-07,3.74754545454544e-07,0.00374754545454544
