"soil_name","horizon","bulk_density","bulk_density_sd","n"
"udorthents","10_20",1.5096443452381,0.210069553241103,0
"udorthents","20_40",1.50104635443921,0.215883238671701,0
"udorthents","40_100",1.59451747615447,0.19649269329816,0
"unaka","0_10",1.3509262485482,0.246635757280942,0
"unaka","10_20",1.5096443452381,0.210069553241103,0
"unaka","20_40",1.50104635443921,0.215883238671701,0
"unaka","40_100",1.59451747615447,0.19649269329816,0
"urban land","0_10",1.3509262485482,0.246635757280942,0
"urban land","10_20",1.5096443452381,0.210069553241103,0
"urban land","20_40",1.50104635443921,0.215883238671701,0
"urban land","40_100",1.59451747615447,0.19649269329816,0
"vance","0_10",1.3509262485482,0.246635757280942,0
"vance","10_20",1.5096443452381,0.210069553241103,0
"vance","20_40",1.50104635443921,0.215883238671701,0
"vance","40_100",1.59451747615447,0.19649269329816,0
"wadley","0_10",1.3509262485482,0.246635757280942,0
"wadley","10_20",1.5096443452381,0.210069553241103,0
"wadley","20_40",1.50104635443921,0.215883238671701,0
"wadley","40_100",1.59451747615447,0.19649269329816,0
"wagram","0_10",1.3509262485482,0.246635757280942,0
"wagram","10_20",1.57,0.169705627484771,2
"wagram","20_40",1.63,0.215883238671701,1
"wagram","40_100",1.6775,0.105633012516605,4
"wahee","0_10",1.3509262485482,0.246635757280942,0
"wahee","10_20",1.5096443452381,0.210069553241103,0
"wahee","20_40",1.50104635443921,0.215883238671701,0
"wahee","40_100",1.59451747615447,0.19649269329816,0
"wehadkee","0_10",1.3509262485482,0.246635757280942,0
"wehadkee","10_20",1.5096443452381,0.210069553241103,0
"wehadkee","20_40",1.50104635443921,0.215883238671701,0
"wehadkee","40_100",1.59451747615447,0.19649269329816,0
"whiteside","0_10",1.3509262485482,0.246635757280942,0
"whiteside","10_20",1.5096443452381,0.210069553241103,0
"whiteside","20_40",1.21,0.215883238671701,1
"whiteside","40_100",1.30666666666667,0.0550757054728611,3
"wickham","0_10",1.41,0.246635757280942,1
"wickham","10_20",1.5096443452381,0.210069553241103,0
"wickham","20_40",1.71,0.215883238671701,1
"wickham","40_100",1.69,0.19649269329816,1
"wilkes","0_10",1.3509262485482,0.246635757280942,0
"wilkes","10_20",1.5096443452381,0.210069553241103,0
"wilkes","20_40",1.50104635443921,0.215883238671701,0
"wilkes","40_100",1.59451747615447,0.19649269329816,0
"woden","0_10",1.3509262485482,0.246635757280942,0
"woden","10_20",1.5096443452381,0.210069553241103,0
"woden","20_40",1.50104635443921,0.215883238671701,0
"woden","40_100",1.59451747615447,0.19649269329816,0
"wrightsville","0_10",1.42666666666667,0.11060440015358,3
"wrightsville","10_20",1.67,0.210069553241103,1
"wrightsville","20_40",1.598,0.0807465169527454,5
"wrightsville","40_100",1.78454545454545,0.0951171526448975,11
